"genus","species","secure","threatened","taxon"
"Packera","tomentosa",0.284,0.716,"plantae"
"Panax","trifolius",0.502,0.498,"plantae"
"Panicum","amarum",0.394,0.606,"plantae"
"Panicum","capillare",0.78,0.22,"plantae"
"Panicum","dichotomiflorum",0.25,0.75,"plantae"
"Panicum","philadelphicum",0.696,0.304,"plantae"
"Panicum","virgatum",0.174,0.826,"plantae"
"Parietaria","pensylvanica",0.864,0.136,"plantae"
"Paronychia","canadensis",0.708,0.292,"plantae"
"Parthenium","integrifolium",0.776,0.224,"plantae"
"Parthenocissus","inserta",0.766,0.234,"plantae"
"Parthenocissus","quinquefolia",0.444,0.556,"plantae"
"Paspalum","floridanum",0.194,0.806,"plantae"
"Paspalum","laeve",0.64,0.36,"plantae"
"Paspalum","pubiflorum",0.274,0.726,"plantae"
"Paspalum","setaceum",0.338,0.662,"plantae"
"Pedicularis","canadensis",0.866,0.134,"plantae"
"Pellaea","atropurpurea",0.614,0.386,"plantae"
"Peltandra","virginica",0.296,0.704,"plantae"
"Penstemon","hirsutus",0.728,0.272,"plantae"
"Penthorum","sedoides",0.512,0.488,"plantae"
"Persicaria","arifolia",0.388,0.612,"plantae"
"Persicaria","glabra",0.686,0.314,"plantae"
"Persicaria","pensylvanica",0.206,0.794,"plantae"
"Persicaria","punctata",0.352,0.648,"plantae"
"Persicaria","sagittata",0.428,0.572,"plantae"
"Persicaria","virginiana",0.45,0.55,"plantae"
"Petasites","japonicus",0.902,0.098,"plantae"
"Petrosedum","rupestre",0.848,0.152,"plantae"
"Phacelia","dubia",0.83,0.17,"plantae"
"Phegopteris","hexagonoptera",0.692,0.308,"plantae"
"Phlox","divaricata",0.582,0.418,"plantae"
"Phlox","maculata",0.754,0.246,"plantae"
"Phlox","paniculata",0.53,0.47,"plantae"
"Phlox","subulata",0.686,0.314,"plantae"
"Phoradendron","leucarpum",0.226,0.774,"plantae"
"Photinia","floribunda",0.87,0.13,"plantae"
"Phryma","leptostachya",0.692,0.308,"plantae"
"Phyla","lanceolata",0.504,0.496,"plantae"
"Phyllanthus","urinaria",0.432,0.568,"plantae"
"Physalis","angulata",0.37,0.63,"plantae"
"Physalis","heterophylla",0.524,0.476,"plantae"
"Physalis","longifolia",0.606,0.394,"plantae"
"Physalis","pubescens",0.762,0.238,"plantae"
"Physematium","obtusum",0.754,0.246,"plantae"
"Physocarpus","opulifolius",0.91,0.09,"plantae"
"Physostegia","virginiana",0.57,0.43,"plantae"
"Phytolacca","americana",0.42,0.58,"plantae"
"Pieris","japonica",0.65,0.35,"plantae"
"Pilea","pumila",0.638,0.362,"plantae"
"Pilosella","caespitosa",0.744,0.256,"plantae"
"Pinus","pungens",0.886,0.114,"plantae"
"Pinus","rigida",0.454,0.546,"plantae"
"Pinus","strobus",0.412,0.588,"plantae"
"Pinus","taeda",0.288,0.712,"plantae"
"Pinus","virginiana",0.43,0.57,"plantae"
"Piptochaetium","avenaceum",0.788,0.212,"plantae"
"Plantago","rugelii",0.626,0.374,"plantae"
"Plantago","virginica",0.314,0.686,"plantae"
"Platanthera","clavellata",0.608,0.392,"plantae"
"Platanthera","lacera",0.466,0.534,"plantae"
"Platanthera","orbiculata",0.866,0.134,"plantae"
"Platanus","occidentalis",0.472,0.528,"plantae"
"Platycodon","grandiflorus",0.764,0.236,"plantae"
"Pluchea","foetida",0.692,0.308,"plantae"
"Pluchea","odorata",0.3,0.7,"plantae"
"Poa","autumnalis",0.932,0.068,"plantae"
"Poa","cuspidata",0.74,0.26,"plantae"
"Poa","sylvestris",0.716,0.284,"plantae"
"Podophyllum","peltatum",0.422,0.578,"plantae"
"Polemonium","reptans",0.688,0.312,"plantae"
"Polygala","lutea",0.566,0.434,"plantae"
"Polygala","mariana",0.124,0.876,"plantae"
"Polygala","nuttallii",0.462,0.538,"plantae"
"Polygala","sanguinea",0.83,0.17,"plantae"
"Polygala","verticillata",0.834,0.166,"plantae"
"Polygaloides","paucifolia",0.88,0.12,"plantae"
"Polygonatum","biflorum",0.63,0.37,"plantae"
"Polygonatum","pubescens",0.832,0.168,"plantae"
"Polygonum","tenue",0.866,0.134,"plantae"
"Polymnia","canadensis",0.836,0.164,"plantae"
"Polypodium","appalachianum",0.9,0.1,"plantae"
"Polypodium","virginianum",0.638,0.362,"plantae"
"Polypremum","procumbens",0.23,0.77,"plantae"
"Polystichum","acrostichoides",0.448,0.552,"plantae"
"Pontederia","cordata",0.376,0.624,"plantae"
"Pontederia","crassipes",0.56,0.44,"plantae"
"Populus","deltoides",0.578,0.422,"plantae"
"Populus","grandidentata",0.472,0.528,"plantae"
"Populus","heterophylla",0.834,0.166,"plantae"
"Populus","tremuloides",0.878,0.122,"plantae"
"Potamogeton","diversifolius",0.604,0.396,"plantae"
"Potamogeton","epihydrus",0.752,0.248,"plantae"
"Potamogeton","nodosus",0.608,0.392,"plantae"
"Potentilla","canadensis",0.486,0.514,"plantae"
"Potentilla","norvegica",0.806,0.194,"plantae"
"Potentilla","simplex",0.46,0.54,"plantae"
"Prosartes","lanuginosa",0.862,0.138,"plantae"
"Proserpinaca","palustris",0.288,0.712,"plantae"
"Proserpinaca","pectinata",0.566,0.434,"plantae"
"Prunella","vulgaris",0.388,0.612,"plantae"
"Prunus","laurocerasus",0.786,0.214,"plantae"
"Prunus","mume",0.674,0.326,"plantae"
"Prunus","padus",0.808,0.192,"plantae"
"Prunus","pensylvanica",0.922,0.078,"plantae"
"Prunus","serotina",0.384,0.616,"plantae"
"Prunus","serrulata",0.792,0.208,"plantae"
"Prunus","virginiana",0.79,0.21,"plantae"
"Pseudofumaria","lutea",0.906,0.094,"plantae"
"Pseudognaphalium","obtusifolium",0.428,0.572,"plantae"
"Pteridium","aquilinum",0.588,0.412,"plantae"
"Pterocarya","stenoptera",0.926,0.074,"plantae"
"Ptilimnium","capillaceum",0.39,0.61,"plantae"
"Pulmonaria","officinalis",0.834,0.166,"plantae"
"Punica","granatum",0.618,0.382,"plantae"
"Puschkinia","scilloides",0.892,0.108,"plantae"
"Pycnanthemum","muticum",0.642,0.358,"plantae"
"Pycnanthemum","tenuifolium",0.514,0.486,"plantae"
"Pyrola","americana",0.94,0.06,"plantae"
"Pyrola","elliptica",0.95,0.05,"plantae"
"Quercus","alba",0.374,0.626,"plantae"
"Quercus","bicolor",0.65,0.35,"plantae"
"Quercus","coccinea",0.53,0.47,"plantae"
"Quercus","falcata",0.414,0.586,"plantae"
"Quercus","ilicifolia",0.878,0.122,"plantae"
"Quercus","marilandica",0.658,0.342,"plantae"
"Quercus","michauxii",0.418,0.582,"plantae"
"Quercus","montana",0.434,0.566,"plantae"
"Quercus","nigra",0.256,0.744,"plantae"
"Quercus","pagoda",0.188,0.812,"plantae"
"Quercus","palustris",0.604,0.396,"plantae"
"Quercus","phellos",0.428,0.572,"plantae"
"Quercus","robur",0.886,0.114,"plantae"
"Quercus","rubra",0.594,0.406,"plantae"
"Quercus","stellata",0.484,0.516,"plantae"
"Quercus","velutina",0.588,0.412,"plantae"
"Rabelera","holostea",0.854,0.146,"plantae"
"Ranunculus","abortivus",0.514,0.486,"plantae"
"Ranunculus","recurvatus",0.686,0.314,"plantae"
"Ranunculus","sceleratus",0.354,0.646,"plantae"
"Ratibida","pinnata",0.736,0.264,"plantae"
"Rhexia","virginica",0.314,0.686,"plantae"
"Rhododendron","indicum",0.862,0.138,"plantae"
"Rhododendron","maximum",0.842,0.158,"plantae"
"Rhododendron","periclymenoides",0.44,0.56,"plantae"
"Rhododendron","prinophyllum",0.898,0.102,"plantae"
"Rhododendron","viscosum",0.524,0.476,"plantae"
"Rhus","aromatica",0.658,0.342,"plantae"
"Rhus","copallina",0.306,0.694,"plantae"
"Rhus","glabra",0.52,0.48,"plantae"
"Rhus","typhina",0.49,0.51,"plantae"
"Rhynchospora","capitellata",0.238,0.762,"plantae"
"Rhynchospora","macrostachya",0.3,0.7,"plantae"
"Rhynchospora","microcephala",0.894,0.106,"plantae"
"Ribes","rotundifolium",0.804,0.196,"plantae"
"Robinia","viscosa",0.874,0.126,"plantae"
"Rorippa","palustris",0.512,0.488,"plantae"
"Rosa","carolina",0.658,0.342,"plantae"
"Rosa","palustris",0.316,0.684,"plantae"
"Rubus","allegheniensis",0.704,0.296,"plantae"
"Rubus","armeniacus",0.818,0.182,"plantae"
"Rubus","cuneifolius",0.486,0.514,"plantae"
"Rubus","flagellaris",0.64,0.36,"plantae"
"Rubus","hispidus",0.882,0.118,"plantae"
"Rubus","occidentalis",0.482,0.518,"plantae"
"Rubus","odoratus",0.85,0.15,"plantae"
"Rudbeckia","hirta",0.446,0.554,"plantae"
"Rudbeckia","laciniata",0.598,0.402,"plantae"
"Rudbeckia","maxima",0.638,0.362,"plantae"
"Ruellia","caroliniensis",0.414,0.586,"plantae"
"Ruppia","maritima",0.71,0.29,"plantae"
"Sabatia","angularis",0.706,0.294,"plantae"
"Sabatia","stellaris",0.654,0.346,"plantae"
"Sabulina","michauxii",0.888,0.112,"plantae"
"Saccharum","coarctatum",0.764,0.236,"plantae"
"Saccharum","giganteum",0.34,0.66,"plantae"
"Sagittaria","graminea",0.83,0.17,"plantae"
"Sagittaria","lancifolia",0.386,0.614,"plantae"
"Sagittaria","latifolia",0.394,0.606,"plantae"
"Sagittaria","subulata",0.742,0.258,"plantae"
"Salicornia","depressa",0.414,0.586,"plantae"
"Salix","nigra",0.442,0.558,"plantae"
"Salix","sericea",0.9,0.1,"plantae"
"Salvia","lyrata",0.402,0.598,"plantae"
"Sambucus","canadensis",0.332,0.668,"plantae"
"Sambucus","racemosa",0.894,0.106,"plantae"
"Samolus","valerandi",0.634,0.366,"plantae"
"Sanguinaria","canadensis",0.452,0.548,"plantae"
"Sanguisorba","minor",0.888,0.112,"plantae"
"Sanguisorba","officinalis",0.702,0.298,"plantae"
"Sanicula","canadensis",0.64,0.36,"plantae"
"Sanicula","odorata",0.68,0.32,"plantae"
"Sassafras","albidum",0.388,0.612,"plantae"
"Saururus","cernuus",0.306,0.694,"plantae"
"Saxifraga","stolonifera",0.916,0.084,"plantae"
"Sceptridium","biternatum",0.514,0.486,"plantae"
"Sceptridium","dissectum",0.48,0.52,"plantae"
"Schizachyrium","scoparium",0.692,0.308,"plantae"
"Schoenoplectus","americanus",0.372,0.628,"plantae"
"Schoenoplectus","pungens",0.418,0.582,"plantae"
"Schoenoplectus","tabernaemontani",0.362,0.638,"plantae"
"Scilla","forbesii",0.748,0.252,"plantae"
"Scilla","luciliae",0.876,0.124,"plantae"
"Scilla","siberica",0.748,0.252,"plantae"
"Scirpus","atrovirens",0.744,0.256,"plantae"
"Scirpus","cyperinus",0.348,0.652,"plantae"
"Scirpus","georgianus",0.234,0.766,"plantae"
"Scirpus","polyphyllus",0.694,0.306,"plantae"
"Scleranthus","perennis",0.366,0.634,"plantae"
"Scorzoneroides","autumnalis",0.732,0.268,"plantae"
"Scrophularia","marilandica",0.756,0.244,"plantae"
"Scutellaria","elliptica",0.608,0.392,"plantae"
"Scutellaria","integrifolia",0.37,0.63,"plantae"
"Scutellaria","lateriflora",0.58,0.42,"plantae"
"Sedum","album",0.642,0.358,"plantae"
"Sedum","sexangulare",0.918,0.082,"plantae"
"Sedum","ternatum",0.636,0.364,"plantae"
"Selaginella","apoda",0.708,0.292,"plantae"
"Selaginella","rupestris",0.932,0.068,"plantae"
"Senna","hebecarpa",0.41,0.59,"plantae"
"Sericocarpus","asteroides",0.6,0.4,"plantae"
"Sericocarpus","linifolius",0.736,0.264,"plantae"
"Setaria","magna",0.516,0.484,"plantae"
"Setaria","parviflora",0.25,0.75,"plantae"
"Setaria","pumila",0.648,0.352,"plantae"
"Sicyos","angulatus",0.654,0.346,"plantae"
"Silene","caroliniana",0.632,0.368,"plantae"
"Silene","stellata",0.576,0.424,"plantae"
"Sisyrinchium","angustifolium",0.51,0.49,"plantae"
"Sisyrinchium","atlanticum",0.458,0.542,"plantae"
"Sisyrinchium","mucronatum",0.802,0.198,"plantae"
"Sisyrinchium","rosulatum",0.68,0.32,"plantae"
"Sium","suave",0.572,0.428,"plantae"
"Smallanthus","uvedalia",0.56,0.44,"plantae"
"Smilax","glauca",0.394,0.606,"plantae"
"Smilax","herbacea",0.9,0.1,"plantae"
"Smilax","laurifolia",0.588,0.412,"plantae"
"Smilax","pulverulenta",0.75,0.25,"plantae"
"Smilax","rotundifolia",0.388,0.612,"plantae"
"Smilax","tamnoides",0.872,0.128,"plantae"
"Solanum","alatum",0.538,0.462,"plantae"
"Solidago","altissima",0.56,0.44,"plantae"
"Solidago","bicolor",0.812,0.188,"plantae"
"Solidago","caesia",0.504,0.496,"plantae"
"Solidago","canadensis",0.654,0.346,"plantae"
"Solidago","flexicaulis",0.77,0.23,"plantae"
"Solidago","gigantea",0.764,0.236,"plantae"
"Solidago","juncea",0.558,0.442,"plantae"
"Solidago","nemoralis",0.782,0.218,"plantae"
"Solidago","odora",0.358,0.642,"plantae"
"Solidago","rugosa",0.708,0.292,"plantae"
"Solidago","sempervirens",0.424,0.576,"plantae"
"Solidago","ulmifolia",0.778,0.222,"plantae"
"Sophronanthe","pilosa",0.562,0.438,"plantae"
"Sorghastrum","nutans",0.554,0.446,"plantae"
"Sparganium","americanum",0.486,0.514,"plantae"
"Spergularia","marina",0.418,0.582,"plantae"
"Sphenopholis","nitida",0.712,0.288,"plantae"
"Spiraea","alba",0.782,0.218,"plantae"
"Spiraea","corymbosa",0.92,0.08,"plantae"
"Spiraea","tomentosa",0.592,0.408,"plantae"
"Spiranthes","arcisepala",0.892,0.108,"plantae"
"Spiranthes","cernua",0.468,0.532,"plantae"
"Spiranthes","lacera",0.858,0.142,"plantae"
"Spiranthes","vernalis",0.26,0.74,"plantae"
"Spirodela","polyrhiza",0.548,0.452,"plantae"
"Spirodela","punctata",0.77,0.23,"plantae"
"Sporobolus","cynosuroides",0.292,0.708,"plantae"
"Sporobolus","pumilus",0.366,0.634,"plantae"
"Sporobolus","vaginiflorus",0.786,0.214,"plantae"
"Stachys","hispida",0.606,0.394,"plantae"
"Stachys","tenuifolia",0.77,0.23,"plantae"
"Staphylea","trifolia",0.598,0.402,"plantae"
"Stellaria","longifolia",0.8,0.2,"plantae"
"Stellaria","pubera",0.544,0.456,"plantae"
"Stokesia","laevis",0.75,0.25,"plantae"
"Strophostyles","helvola",0.196,0.804,"plantae"
"Strophostyles","umbellata",0.26,0.74,"plantae"
"Stylosanthes","biflora",0.264,0.736,"plantae"
"Styrax","japonicus",0.74,0.26,"plantae"
"Symphyotrichum","lanceolatum",0.738,0.262,"plantae"
"Symphyotrichum","lateriflorum",0.482,0.518,"plantae"
"Symphyotrichum","novae-angliae",0.536,0.464,"plantae"
"Symphyotrichum","novi-belgii",0.852,0.148,"plantae"
"Symphyotrichum","patens",0.736,0.264,"plantae"
"Symphyotrichum","pilosum",0.59,0.41,"plantae"
"Symphyotrichum","prenanthoides",0.828,0.172,"plantae"
"Symphyotrichum","puniceum",0.818,0.182,"plantae"
"Symphyotrichum","racemosum",0.844,0.156,"plantae"
"Symphyotrichum","subulatum",0.548,0.452,"plantae"
"Symphyotrichum","tenuifolium",0.556,0.444,"plantae"
"Symphyotrichum","undulatum",0.75,0.25,"plantae"
"Symphyotrichum","urophyllum",0.792,0.208,"plantae"
"Syringa","reticulata",0.764,0.236,"plantae"
"Taenidia","integerrima",0.82,0.18,"plantae"
"Talinum","paniculatum",0.766,0.234,"plantae"
"Taxodium","distichum",0.258,0.742,"plantae"
"Taxus","baccata",0.884,0.116,"plantae"
"Tephrosia","virginiana",0.48,0.52,"plantae"
"Teucrium","canadense",0.522,0.478,"plantae"
"Thalia","dealbata",0.838,0.162,"plantae"
"Thalictrum","dioicum",0.73,0.27,"plantae"
"Thalictrum","pubescens",0.74,0.26,"plantae"
"Thalictrum","thalictroides",0.456,0.544,"plantae"
"Thaspium","barbinode",0.88,0.12,"plantae"
"Thelypteris","palustris",0.254,0.746,"plantae"
"Thunbergia","alata",0.826,0.174,"plantae"
"Thunbergia","grandiflora",0.938,0.062,"plantae"
"Tiarella","cordifolia",0.878,0.122,"plantae"
"Tiarella","stolonifera",0.884,0.116,"plantae"
"Tipularia","discolor",0.408,0.592,"plantae"
"Tithonia","rotundifolia",0.802,0.198,"plantae"
"Toxicodendron","pubescens",0.394,0.606,"plantae"
"Toxicodendron","radicans",0.446,0.554,"plantae"
"Toxicodendron","vernix",0.69,0.31,"plantae"
"Tradescantia","virginiana",0.628,0.372,"plantae"
"Triadenum","virginicum",0.542,0.458,"plantae"
"Triadenum","walteri",0.694,0.306,"plantae"
"Trichostema","dichotomum",0.5,0.5,"plantae"
"Tricyrtis","formosana",0.75,0.25,"plantae"
"Trillium","erectum",0.854,0.146,"plantae"
"Trillium","grandiflorum",0.736,0.264,"plantae"
"Trillium","sessile",0.662,0.338,"plantae"
"Trillium","undulatum",0.66,0.34,"plantae"
"Triodanis","biflora",0.68,0.32,"plantae"
"Triodanis","perfoliata",0.416,0.584,"plantae"
"Triphora","trianthophoros",0.698,0.302,"plantae"
"Triplasis","purpurea",0.56,0.44,"plantae"
"Tripsacum","dactyloides",0.204,0.796,"plantae"
"Tropaeolum","majus",0.73,0.27,"plantae"
"Tsuga","canadensis",0.808,0.192,"plantae"
"Tsuga","caroliniana",0.826,0.174,"plantae"
"Turritis","glabra",0.82,0.18,"plantae"
"Typha","latifolia",0.504,0.496,"plantae"
"Ulmus","americana",0.744,0.256,"plantae"
"Ulmus","castaneifolia",0.92,0.08,"plantae"
"Ulmus","rubra",0.786,0.214,"plantae"
"Urochloa","platyphylla",0.418,0.582,"plantae"
"Urochloa","texana",0.706,0.294,"plantae"
"Urtica","gracilis",0.856,0.144,"plantae"
"Utricularia","gibba",0.382,0.618,"plantae"
"Utricularia","macrorhiza",0.67,0.33,"plantae"
"Uvularia","perfoliata",0.65,0.35,"plantae"
"Uvularia","sessilifolia",0.586,0.414,"plantae"
"Vaccinium","angustifolium",0.644,0.356,"plantae"
"Vaccinium","corymbosum",0.372,0.628,"plantae"
"Vaccinium","fuscatum",0.786,0.214,"plantae"
"Vaccinium","pallidum",0.762,0.238,"plantae"
"Vaccinium","stamineum",0.402,0.598,"plantae"
"Vallisneria","americana",0.686,0.314,"plantae"
"Veratrum","viride",0.786,0.214,"plantae"
"Verbena","hastata",0.448,0.552,"plantae"
"Verbena","simplex",0.706,0.294,"plantae"
"Verbena","urticifolia",0.416,0.584,"plantae"
"Verbesina","alternifolia",0.502,0.498,"plantae"
"Verbesina","occidentalis",0.3,0.7,"plantae"
"Vernonia","gigantea",0.796,0.204,"plantae"
"Vernonia","noveboracensis",0.41,0.59,"plantae"
"Veronica","americana",0.896,0.104,"plantae"
"Veronica","peregrina",0.63,0.37,"plantae"
"Veronicastrum","virginicum",0.864,0.136,"plantae"
"Viburnum","acerifolium",0.496,0.504,"plantae"
"Viburnum","carlesii",0.802,0.198,"plantae"
"Viburnum","dentatum",0.47,0.53,"plantae"
"Viburnum","nudum",0.308,0.692,"plantae"
"Viburnum","plicatum",0.598,0.402,"plantae"
"Viburnum","prunifolium",0.454,0.546,"plantae"
"Viburnum","rafinesqueanum",0.712,0.288,"plantae"
"Viburnum","recognitum",0.848,0.152,"plantae"
"Viburnum","rhytidophyllum",0.804,0.196,"plantae"
"Viburnum","wrightii",0.77,0.23,"plantae"
"Vicia","caroliniana",0.812,0.188,"plantae"
"Vicia","lathyroides",0.214,0.786,"plantae"
"Viola","affinis",0.87,0.13,"plantae"
"Viola","alba",0.904,0.096,"plantae"
"Viola","bicolor",0.384,0.616,"plantae"
"Viola","blanda",0.814,0.186,"plantae"
"Viola","cucullata",0.63,0.37,"plantae"
"Viola","hastata",0.82,0.18,"plantae"
"Viola","hirsutula",0.75,0.25,"plantae"
"Viola","labradorica",0.838,0.162,"plantae"
"Viola","lanceolata",0.314,0.686,"plantae"
"Viola","macloskeyi",0.934,0.066,"plantae"
"Viola","palmata",0.718,0.282,"plantae"
"Viola","pedata",0.79,0.21,"plantae"
"Viola","primulifolia",0.438,0.562,"plantae"
"Viola","pubescens",0.59,0.41,"plantae"
"Viola","rotundifolia",0.912,0.088,"plantae"
"Viola","sagittata",0.722,0.278,"plantae"
"Viola","sororia",0.43,0.57,"plantae"
"Viola","striata",0.672,0.328,"plantae"
"Vitis","aestivalis",0.564,0.436,"plantae"
"Vitis","labrusca",0.414,0.586,"plantae"
"Vitis","riparia",0.674,0.326,"plantae"
"Vitis","vinifera",0.948,0.052,"plantae"
"Vitis","vulpina",0.552,0.448,"plantae"
"Xyris","torta",0.524,0.476,"plantae"
"Yucca","filamentosa",0.278,0.722,"plantae"
"Zannichellia","palustris",0.588,0.412,"plantae"
"Zanthoxylum","simulans",0.916,0.084,"plantae"
"Zelkova","serrata",0.842,0.158,"plantae"
"Zizania","aquatica",0.4,0.6,"plantae"
"Zizia","aptera",0.892,0.108,"plantae"
"Ziziphus","jujuba",0.898,0.102,"plantae"
